^8407^;^14^;^30.9^
^8406^;^30^;^16.9^
^8512^;^1^;^307.9^
^8107^;^37^;^31.9^
^8405^;^77^;^8.9^
^8563^;^4^;^92.9^
^12751^;^2^;^379.9^
^12752^;^3^;^38.9^
^12758^;^5^;^112.9^
^12760^;^2^;^396.9^
^12753^;^6^;^40.9^
^12759^;^4^;^116.9^
^8430^;^31^;^6.9^
^8429^;^35^;^3.9^
^8469^;^31^;^2.9^
^8470^;^2^;^37.9^
^8472^;^2^;^40.9^
^8466^;^28^;^2.9^
^8468^;^5^;^34.9^
^8497^;^60^;^2.9^
^8498^;^60^;^2.9^
^8293^;^17^;^16.9^
^8291^;^44^;^2.9^
^12754^;^1^;^316.9^
^8294^;^19^;^32.9^
^8292^;^51^;^7.9^
^8295^;^2^;^93.9^
^8325^;^42^;^14.9^
^8101^;^100^;^2.9^
^8400^;^44^;^28.9^
^8102^;^100^;^7.9^
^8324^;^50^;^13.9^
^8099^;^100^;^1.9^
^8399^;^56^;^26.9^
^8100^;^100^;^7.9^
^8326^;^89^;^13.9^
^8103^;^100^;^1.9^
^8401^;^35^;^26.9^
^8104^;^77^;^7.9^
^8327^;^45^;^13.9^
^8105^;^100^;^1.9^
^8402^;^10^;^26.9^
^8106^;^91^;^7.9^
^8403^;^23^;^47.9^
^8404^;^8^;^139.9^
^8098^;^0^;^5.9^
^11192^;^0^;^11.9^
^8117^;^100^;^4.9^
^8119^;^81^;^13.9^
^8383^;^60^;^2.9^
^8385^;^46^;^3.9^
^8384^;^58^;^3.9^
^8390^;^100^;^3.9^
^8391^;^63^;^2.9^
^8333^;^100^;^3.9^
^8334^;^92^;^1.9^
^8329^;^78^;^1.9^
^8394^;^100^;^1.9^
^8393^;^100^;^1.9^
^8392^;^100^;^1.9^
^13432^;^100^;^1.9^
^8335^;^87^;^2.9^
^8378^;^73^;^1.9^
^11191^;^78^;^2.9^
^8381^;^5^;^1.9^
^8389^;^100^;^2.9^
^8330^;^100^;^2.9^
^8398^;^73^;^1.9^
^8336^;^22^;^1.9^
^8331^;^100^;^2.9^
^8380^;^56^;^1.9^
^8382^;^34^;^4.9^
^11176^;^27^;^2.9^
^8332^;^100^;^2.9^
^8328^;^100^;^1.9^
^8379^;^68^;^2.9^
^8387^;^100^;^1.9^
^8386^;^69^;^2.9^
^8377^;^100^;^2.9^
^8388^;^54^;^1.9^
^8396^;^66^;^1.9^
^8371^;^100^;^1.9^
^8367^;^100^;^2.9^
^8365^;^100^;^2.9^
^8366^;^100^;^2.9^
^8368^;^100^;^1.9^
^8370^;^0^;^2.9^
^8369^;^100^;^2.9^
^8372^;^100^;^1.9^
^8374^;^100^;^1.9^
^8376^;^100^;^3.9^
^8373^;^100^;^1.9^
^8364^;^100^;^0.9^
^8375^;^34^;^4.9^
^8358^;^89^;^1.9^
^11177^;^100^;^2.9^
^8359^;^76^;^3.9^
^8360^;^19^;^5.9^
^8361^;^94^;^4.9^
^8362^;^45^;^3.9^
^8363^;^31^;^5.9^
^8357^;^100^;^2.9^
^8337^;^100^;^2.9^
^8356^;^100^;^2.9^
^617^;^9^;^10.9^
^1325^;^8^;^13.9^
^1074^;^28^;^15.9^
^1065^;^13^;^21.9^
^1071^;^8^;^31.9^
^1072^;^9^;^7.9^
^1073^;^6^;^11.9^
^1326^;^13^;^15.9^
^1068^;^15^;^8.9^
^1070^;^9^;^17.9^
^1066^;^11^;^39.9^
^619^;^15^;^8.9^
^1067^;^6^;^12.9^
^1323^;^10^;^28.9^
^1324^;^13^;^16.9^
^1069^;^7^;^12.9^
^1095^;^13^;^30.9^
^1094^;^7^;^30.9^
^1343^;^14^;^29.9^
^1340^;^12^;^44.9^
^1342^;^11^;^25.9^
^1080^;^13^;^8.9^
^1077^;^18^;^9.9^
^1081^;^0^;^7.9^
^616^;^19^;^11.9^
^1100^;^61^;^11.9^
^1078^;^9^;^7.9^
^1096^;^26^;^16.9^
^1330^;^7^;^14.9^
^1076^;^15^;^7.9^
^1079^;^7^;^5.9^
^1082^;^11^;^15.9^
^1092^;^16^;^31.9^
^1331^;^12^;^19.9^
^1086^;^10^;^6.9^
^1334^;^15^;^5.9^
^1091^;^18^;^17.9^
^1336^;^0^;^53.9^
^620^;^12^;^5.9^
^1333^;^16^;^5.9^
^614^;^10^;^11.9^
^1087^;^16^;^6.9^
^1089^;^10^;^8.9^
^1099^;^100^;^11.9^
^1098^;^12^;^17.9^
^1344^;^10^;^25.9^
^1097^;^7^;^22.9^
^1339^;^5^;^14.9^
^1085^;^8^;^7.9^
^1088^;^9^;^7.9^
^1332^;^0^;^82.9^
^8126^;^9^;^18.9^
^8139^;^5^;^13.9^
^8141^;^10^;^14.9^
^8123^;^8^;^15.9^
^8136^;^14^;^20.9^
^8157^;^11^;^13.9^
^8125^;^14^;^11.9^
^8121^;^7^;^12.9^
^8131^;^6^;^17.9^
^8129^;^13^;^18.9^
^8120^;^11^;^12.9^
^8152^;^5^;^19.9^
^8137^;^12^;^24.9^
^8154^;^3^;^9.9^
^8156^;^20^;^18.9^
^8122^;^8^;^10.9^
^8124^;^10^;^13.9^
^8155^;^3^;^15.9^
^8132^;^4^;^34.9^
^8135^;^6^;^17.9^
^8138^;^6^;^10.9^
^8140^;^7^;^13.9^
^8149^;^3^;^8.9^
^8150^;^8^;^22.9^
^8127^;^7^;^13.9^
^8130^;^12^;^15.9^
^8133^;^4^;^34.9^
^8134^;^3^;^29.9^
^8128^;^4^;^16.9^
^8151^;^8^;^30.9^
^8144^;^4^;^21.9^
^8158^;^9^;^19.9^
^8142^;^6^;^16.9^
^8146^;^5^;^53.9^
^8147^;^0^;^22.9^
^8148^;^2^;^28.9^
^8153^;^7^;^8.9^
^11050^;^2^;^169.9^
^11048^;^1^;^123.9^
^11049^;^1^;^73.9^
^8143^;^10^;^28.9^
^8145^;^12^;^23.9^
^3648^;^17^;^8.9^
^1143^;^15^;^15.9^
^1144^;^15^;^8.9^
^1110^;^50^;^2.9^
^1120^;^8^;^6.9^
^1109^;^8^;^6.9^
^1122^;^6^;^6.9^
^3653^;^6^;^9.9^
^1126^;^12^;^8.9^
^1141^;^5^;^6.9^
^1139^;^9^;^5.9^
^1140^;^7^;^6.9^
^1123^;^14^;^8.9^
^1138^;^14^;^10.9^
^1142^;^10^;^8.9^
^1107^;^9^;^3.9^
^1125^;^9^;^8.9^
^1121^;^12^;^7.9^
^12750^;^21^;^6.9^
^10042^;^22^;^11.9^
^3655^;^7^;^9.9^
^1104^;^12^;^10.9^
^1124^;^12^;^6.9^
^9970^;^11^;^15.9^
^1105^;^10^;^10.9^
^1106^;^6^;^10.9^
^3649^;^7^;^15.9^
^2176^;^10^;^6.9^
^3651^;^9^;^5.9^
^9972^;^2^;^8.9^
^1119^;^7^;^6.9^
^10013^;^7^;^6.9^
^14730^;^100^;^12.9^
^10041^;^6^;^18.9^
^9977^;^11^;^5.9^
^10007^;^14^;^2.9^
^10047^;^1^;^6.9^
^10014^;^9^;^6.9^
^3652^;^9^;^13.9^
^10046^;^3^;^6.9^
^1102^;^5^;^67.9^
^9987^;^7^;^6.9^
^10011^;^5^;^8.9^
^10028^;^7^;^7.9^
^14681^;^47^;^6.9^
^9951^;^5^;^15.9^
^10034^;^0^;^7.9^
^10035^;^2^;^7.9^
^10039^;^7^;^5.9^
^10057^;^7^;^6.9^
^9947^;^2^;^11.9^
^9950^;^8^;^15.9^
^9952^;^7^;^15.9^
^9956^;^3^;^7.9^
^9957^;^3^;^8.9^
^9958^;^3^;^8.9^
^9962^;^3^;^8.9^
^9974^;^3^;^8.9^
^9997^;^3^;^15.9^
^10004^;^1^;^15.9^
^10008^;^8^;^8.9^
^10024^;^8^;^6.9^
^10027^;^3^;^6.9^
^10032^;^3^;^6.9^
^10043^;^3^;^4.9^
^10045^;^3^;^3.9^
^10051^;^2^;^6.9^
^3650^;^6^;^9.9^
^3654^;^1^;^7.9^
^3786^;^4^;^10.9^
^9948^;^4^;^16.9^
^9955^;^2^;^11.9^
^9960^;^4^;^8.9^
^9975^;^4^;^6.9^
^9985^;^4^;^10.9^
^9988^;^3^;^12.9^
^9989^;^2^;^8.9^
^9990^;^4^;^7.9^
^9992^;^10^;^3.9^
^9993^;^4^;^15.9^
^9994^;^4^;^15.9^
^9999^;^3^;^15.9^
^10000^;^4^;^7.9^
^10015^;^10^;^6.9^
^10019^;^3^;^12.9^
^10026^;^3^;^6.9^
^10029^;^4^;^9.9^
^10031^;^3^;^6.9^
^10048^;^1^;^5.9^
^10049^;^4^;^15.9^
^10053^;^4^;^5.9^
^10056^;^4^;^16.9^
^10058^;^4^;^3.9^
^10061^;^1^;^6.9^
^10062^;^3^;^2.9^
^10064^;^4^;^14.9^
^9953^;^4^;^8.9^
^9964^;^5^;^6.9^
^9978^;^5^;^6.9^
^9980^;^5^;^6.9^
^9983^;^4^;^10.9^
^9991^;^5^;^10.9^
^9996^;^5^;^15.9^
^9998^;^5^;^12.9^
^10003^;^5^;^14.9^
^10005^;^4^;^10.9^
^10006^;^5^;^8.9^
^10009^;^5^;^6.9^
^10012^;^3^;^6.9^
^10016^;^4^;^7.9^
^10017^;^4^;^6.9^
^10018^;^5^;^14.9^
^10020^;^4^;^16.9^
^10023^;^5^;^6.9^
^10036^;^4^;^6.9^
^10050^;^5^;^15.9^
^10052^;^5^;^8.9^
^10059^;^11^;^3.9^
^10065^;^3^;^3.9^
^12749^;^12^;^12.9^
^9946^;^12^;^8.9^
^9949^;^4^;^16.9^
^9954^;^6^;^12.9^
^9959^;^6^;^7.9^
^9961^;^6^;^5.9^
^9963^;^6^;^8.9^
^9965^;^6^;^6.9^
^9966^;^6^;^6.9^
^9967^;^6^;^10.9^
^9968^;^4^;^12.9^
^9969^;^6^;^8.9^
^9971^;^4^;^11.9^
^9973^;^5^;^8.9^
^9979^;^6^;^9.9^
^9981^;^5^;^10.9^
^9982^;^6^;^8.9^
^9984^;^6^;^10.9^
^9986^;^6^;^12.9^
^9995^;^6^;^15.9^
^10001^;^6^;^7.9^
^10002^;^6^;^8.9^
^10010^;^6^;^10.9^
^10021^;^12^;^4.9^
^10022^;^12^;^4.9^
^10030^;^6^;^6.9^
^10033^;^6^;^6.9^
^10037^;^6^;^6.9^
^10038^;^5^;^6.9^
^10040^;^4^;^5.9^
^10044^;^6^;^12.9^
^10054^;^6^;^3.9^
^10055^;^6^;^16.9^
^10060^;^12^;^4.9^
^10063^;^5^;^4.9^
^10025^;^8^;^6.9^
^14683^;^9^;^6.9^
^12748^;^10^;^12.9^
^14680^;^4^;^6.9^
^14684^;^12^;^8.9^
^14731^;^10^;^8.9^
^11026^;^49^;^9.9^
^11025^;^10^;^6.9^
^11027^;^100^;^13.9^
^1789^;^8^;^3.9^
^1804^;^12^;^4.9^
^1660^;^0^;^4.9^
^1791^;^9^;^3.9^
^1750^;^7^;^5.9^
^1690^;^16^;^9.9^
^1733^;^5^;^5.9^
^1674^;^13^;^2.9^
^1806^;^21^;^5.9^
^1828^;^12^;^3.9^
^1848^;^13^;^2.9^
^1487^;^10^;^2.9^
^1671^;^7^;^3.9^
^1818^;^8^;^3.9^
^1790^;^8^;^3.9^
^1841^;^39^;^1.9^
^1821^;^11^;^7.9^
^1679^;^10^;^4.9^
^1759^;^9^;^7.9^
^1770^;^7^;^3.9^
^1672^;^14^;^3.9^
^1811^;^8^;^5.9^
^1922^;^8^;^0.9^
^1675^;^8^;^14.9^
^1749^;^6^;^25.9^
^1831^;^2^;^1.9^
^1757^;^15^;^3.9^
^1794^;^10^;^3.9^
^1755^;^15^;^2.9^
^1788^;^9^;^3.9^
^1797^;^8^;^5.9^
^1747^;^24^;^2.9^
^1697^;^20^;^7.9^
^1814^;^19^;^5.9^
^1924^;^6^;^0.9^
^1760^;^12^;^4.9^
^1917^;^0^;^0.9^
^1667^;^3^;^10.9^
^1678^;^13^;^8.9^
^1756^;^15^;^3.9^
^1827^;^12^;^5.9^
^1822^;^10^;^8.9^
^1825^;^6^;^9.9^
^1746^;^4^;^4.9^
^2561^;^7^;^4.9^
^1478^;^6^;^8.9^
^1775^;^9^;^5.9^
^1785^;^1^;^1.9^
^1752^;^13^;^5.9^
^1473^;^9^;^5.9^
^2682^;^3^;^6.9^
^1784^;^27^;^1.9^
^1802^;^12^;^2.9^
^1476^;^12^;^6.9^
^1914^;^0^;^4.9^
^1919^;^53^;^0.9^
^1486^;^11^;^5.9^
^1477^;^7^;^5.9^
^1474^;^12^;^5.9^
^1743^;^8^;^6.9^
^1840^;^4^;^2.9^
^1846^;^30^;^0.9^
^1735^;^12^;^4.9^
^3254^;^0^;^3.9^
^1779^;^4^;^3.9^
^1783^;^27^;^1.9^
^1798^;^12^;^2.9^
^1816^;^7^;^8.9^
^1920^;^32^;^0.9^
^1470^;^10^;^9.9^
^2560^;^9^;^4.9^
^1847^;^31^;^1.9^
^1850^;^28^;^0.9^
^1929^;^2^;^5.9^
^1737^;^0^;^14.9^
^1921^;^37^;^0.9^
^1669^;^10^;^5.9^
